frame,t_s,kind,tid,x_cm,y_cm
414,13.8,oscuro,11,-0.5,240.5
414,13.8,balon,-1,18.5,225.0
415,13.833,verde,3,71.5,52.0
415,13.833,verde,12,23.0,256.5
415,13.833,oscuro,11,-0.5,240.5
415,13.833,balon,-1,19.0,226.5
416,13.867,verde,3,71.5,51.5
416,13.867,verde,12,23.5,258.5
416,13.867,oscuro,11,0.0,239.5
416,13.867,balon,-1,19.5,228.0
417,13.9,verde,3,72.0,50.5
417,13.9,oscuro,11,0.0,238.0
417,13.9,verde,12,24.0,260.0
417,13.9,balon,-1,20.0,229.5
418,13.933,verde,3,72.0,50.5
418,13.933,oscuro,11,0.5,237.5
418,13.933,balon,-1,20.0,231.0
419,13.967,verde,3,72.5,50.0
419,13.967,verde,12,25.0,260.0
419,13.967,oscuro,11,1.0,237.0
419,13.967,balon,-1,20.5,232.5
420,14.0,verde,3,72.5,50.0
420,14.0,verde,12,25.5,256.0
420,14.0,oscuro,11,0.5,237.0
420,14.0,balon,-1,21.5,234.5
421,14.033,verde,3,72.5,50.0
421,14.033,oscuro,11,0.5,236.5
421,14.033,verde,12,26.0,266.0
421,14.033,balon,-1,21.5,236.0
422,14.067,verde,3,72.5,50.5
422,14.067,verde,12,26.0,268.5
422,14.067,oscuro,11,0.0,236.5
422,14.067,balon,-1,22.5,237.5
423,14.1,verde,3,72.5,51.5
423,14.1,verde,12,26.5,263.0
423,14.1,oscuro,11,-0.5,236.5
424,14.133,verde,3,72.5,53.0
424,14.133,verde,11,-1.5,237.0
424,14.133,verde,12,27.0,260.5
424,14.133,balon,-1,22.5,240.5
425,14.167,verde,3,71.5,54.0
425,14.167,oscuro,11,-1.5,237.5
425,14.167,balon,-1,23.5,242.0
426,14.2,verde,3,71.0,55.5
426,14.2,oscuro,11,-1.5,237.0
426,14.2,balon,-1,23.5,243.5
427,14.233,verde,3,70.5,56.5
427,14.233,oscuro,11,-1.5,237.0
427,14.233,balon,-1,23.5,245.0
428,14.267,verde,3,70.0,58.5
428,14.267,oscuro,11,-1.5,237.0
429,14.3,verde,3,69.0,60.0
429,14.3,oscuro,11,-1.5,235.5
430,14.333,verde,3,68.5,61.5
430,14.333,oscuro,11,-1.0,234.5
431,14.367,verde,3,68.5,62.0
431,14.367,oscuro,11,-0.5,234.0
432,14.4,verde,3,68.5,62.0
432,14.4,oscuro,11,0.0,232.0
433,14.433,verde,3,68.5,62.0
433,14.433,oscuro,11,0.0,233.0
434,14.467,verde,3,68.5,61.5
434,14.467,oscuro,11,0.5,231.5
435,14.5,verde,3,68.5,60.5
435,14.5,oscuro,11,0.5,231.0
436,14.533,verde,3,69.0,60.0
436,14.533,oscuro,11,1.0,228.5
437,14.567,verde,3,69.0,59.5
437,14.567,oscuro,11,1.0,228.0
438,14.6,verde,3,69.5,59.0
438,14.6,oscuro,11,1.0,228.0
439,14.633,verde,3,69.5,58.5
439,14.633,oscuro,11,1.0,228.0
440,14.667,verde,3,70.0,57.5
440,14.667,oscuro,11,0.5,228.5
441,14.7,verde,3,70.5,57.0
441,14.7,oscuro,11,0.0,228.5
442,14.733,verde,3,70.5,56.0
442,14.733,oscuro,11,0.0,229.5
443,14.767,verde,3,70.5,55.5
443,14.767,oscuro,11,0.0,230.5
444,14.8,verde,3,71.0,55.0
444,14.8,oscuro,11,-1.0,232.5
445,14.833,verde,3,71.5,54.5
445,14.833,oscuro,11,-1.0,233.0
446,14.867,verde,3,71.5,53.0
446,14.867,oscuro,11,-1.0,233.0
447,14.9,verde,3,72.0,53.0
447,14.9,oscuro,11,-1.0,233.0
448,14.933,verde,3,72.5,52.5
448,14.933,oscuro,11,-1.0,233.0
449,14.967,verde,3,72.5,52.0
449,14.967,oscuro,11,-1.0,233.0
450,15.0,verde,3,73.0,51.0
450,15.0,oscuro,11,-0.5,232.5
451,15.033,verde,3,73.0,50.5
451,15.033,oscuro,11,0.0,231.5
452,15.067,verde,3,73.5,50.0
452,15.067,oscuro,11,0.0,230.5
453,15.1,verde,3,73.5,50.0
453,15.1,oscuro,11,0.5,230.5
453,15.1,balon,-1,13.5,247.5
454,15.133,verde,3,73.0,50.0
454,15.133,oscuro,11,0.5,231.0
454,15.133,balon,-1,14.0,246.0
455,15.167,verde,3,73.0,50.5
455,15.167,oscuro,11,0.5,231.0
456,15.2,verde,3,72.0,51.0
456,15.2,oscuro,11,0.5,231.5
457,15.233,verde,3,72.0,52.5
457,15.233,oscuro,11,0.0,233.0
457,15.233,balon,-1,16.5,243.0
458,15.267,verde,3,71.5,53.5
458,15.267,oscuro,11,0.0,234.5
458,15.267,balon,-1,16.5,242.5
459,15.3,verde,3,70.5,55.0
459,15.3,oscuro,11,0.0,236.0
459,15.3,balon,-1,16.0,242.5
460,15.333,verde,3,70.0,56.0
460,15.333,oscuro,11,-0.5,236.0
460,15.333,balon,-1,15.0,242.5
461,15.367,verde,3,69.0,57.0
461,15.367,oscuro,11,-0.5,236.5
461,15.367,balon,-1,14.0,242.5
462,15.4,verde,3,68.5,58.5
462,15.4,oscuro,11,-0.5,237.0
462,15.4,balon,-1,13.5,243.0
463,15.433,verde,3,68.5,58.5
463,15.433,oscuro,11,-0.5,236.5
463,15.433,balon,-1,13.0,243.0
464,15.467,verde,3,68.5,58.5
464,15.467,oscuro,11,-0.5,237.0
464,15.467,balon,-1,11.5,243.5
465,15.5,verde,3,68.5,58.0
465,15.5,oscuro,11,-0.5,236.5
465,15.5,balon,-1,10.5,243.5
466,15.533,verde,3,69.0,57.5
466,15.533,oscuro,11,0.0,235.5
467,15.567,verde,3,69.0,57.0
467,15.567,oscuro,11,0.0,234.5
467,15.567,balon,-1,6.5,244.0
468,15.6,verde,3,69.5,56.5
468,15.6,oscuro,11,0.5,234.5
469,15.633,verde,3,69.5,56.0
469,15.633,oscuro,11,0.5,234.0
470,15.667,verde,3,70.0,55.0
470,15.667,oscuro,11,0.5,232.0
471,15.7,verde,3,70.5,55.0
471,15.7,oscuro,11,0.5,231.5
471,15.7,balon,-1,-1.0,245.5
472,15.733,verde,3,71.0,54.0
472,15.733,oscuro,11,0.5,229.5
472,15.733,balon,-1,-3.0,246.0
473,15.767,verde,3,71.0,53.0
473,15.767,oscuro,11,0.5,226.0
474,15.8,verde,3,71.5,52.5
474,15.8,oscuro,11,0.0,223.0
475,15.833,verde,3,72.0,52.0
475,15.833,verde,13,1.0,270.5
475,15.833,oscuro,11,0.0,222.0
476,15.867,verde,3,72.5,51.5
476,15.867,oscuro,11,0.0,220.0
476,15.867,verde,13,0.5,272.5
477,15.9,verde,3,73.0,51.0
477,15.9,verde,13,0.0,272.5
477,15.9,oscuro,11,0.0,220.0
478,15.933,verde,3,73.0,50.5
478,15.933,verde,13,0.0,273.0
478,15.933,oscuro,11,-0.5,220.5
479,15.967,verde,3,72.5,51.0
479,15.967,verde,13,0.0,270.5
479,15.967,oscuro,11,-1.0,221.5
480,16.0,verde,3,72.5,52.0
480,16.0,verde,13,0.5,270.0
480,16.0,oscuro,11,-1.5,222.0
481,16.033,verde,3,72.0,53.0
481,16.033,verde,13,1.0,269.0
481,16.033,oscuro,11,-1.5,222.0
482,16.067,verde,3,71.5,54.5
482,16.067,verde,13,2.0,270.0
482,16.067,oscuro,11,-1.5,222.0
483,16.1,verde,3,71.0,55.0
483,16.1,verde,13,2.5,270.5
483,16.1,oscuro,11,-1.5,222.0
484,16.133,verde,3,71.0,55.0
484,16.133,verde,13,3.5,272.0
484,16.133,oscuro,11,-1.5,222.0
485,16.167,verde,3,71.0,55.0
485,16.167,oscuro,11,-2.0,222.5
485,16.167,verde,13,4.0,273.0
486,16.2,verde,3,71.0,55.5
486,16.2,oscuro,11,-1.5,222.5
487,16.233,verde,3,71.0,56.5
487,16.233,oscuro,11,-1.5,221.5
488,16.267,verde,3,71.0,57.0
488,16.267,oscuro,11,-1.0,220.0
488,16.267,balon,-1,-6.0,202.5
489,16.3,verde,3,71.5,57.0
489,16.3,oscuro,11,-0.5,219.0
489,16.3,verde,13,6.0,273.5
490,16.333,verde,3,71.0,56.5
490,16.333,verde,13,6.0,273.5
490,16.333,oscuro,11,0.0,217.5
491,16.367,verde,3,71.0,55.5
491,16.367,oscuro,11,0.0,217.0
491,16.367,verde,13,5.5,271.0
492,16.4,verde,3,71.5,55.5
492,16.4,verde,13,5.5,268.5
492,16.4,oscuro,11,0.0,217.0
493,16.433,verde,3,72.0,55.0
493,16.433,verde,13,5.5,265.5
493,16.433,verde,11,-0.5,217.0
494,16.467,verde,3,72.5,54.0
494,16.467,verde,13,5.0,264.5
494,16.467,verde,11,-0.5,217.5
495,16.5,verde,3,73.0,53.5
495,16.5,verde,13,5.0,259.0
495,16.5,oscuro,11,-0.5,218.5
496,16.533,verde,3,73.0,53.0
496,16.533,verde,13,4.5,259.5
496,16.533,oscuro,11,-1.0,219.5
497,16.567,verde,3,73.5,52.5
497,16.567,verde,13,4.5,256.5
497,16.567,oscuro,11,-1.5,222.0
498,16.6,verde,3,73.5,52.5
498,16.6,verde,13,4.0,254.0
498,16.6,oscuro,11,-2.0,223.0
499,16.633,verde,3,73.5,52.5
499,16.633,verde,13,3.5,253.0
499,16.633,oscuro,11,-2.0,223.5
500,16.667,verde,3,74.0,53.5
500,16.667,verde,13,3.5,253.0
500,16.667,oscuro,11,-2.0,224.0
501,16.7,verde,3,73.0,53.5
501,16.7,verde,13,3.0,251.5
501,16.7,oscuro,11,-2.5,225.5
502,16.733,verde,3,73.0,55.0
502,16.733,verde,13,3.0,251.0
502,16.733,oscuro,11,-2.0,224.5
503,16.767,verde,3,73.0,56.5
503,16.767,verde,13,3.0,250.5
503,16.767,oscuro,11,-2.0,226.5
504,16.8,verde,3,72.0,57.5
504,16.8,verde,13,3.0,248.5
504,16.8,oscuro,11,-1.5,225.5
505,16.833,verde,3,71.5,59.0
505,16.833,verde,13,2.5,248.5
505,16.833,oscuro,11,-1.0,221.5
506,16.867,verde,3,71.0,60.0
506,16.867,verde,13,2.5,246.5
506,16.867,oscuro,11,-1.0,220.0
506,16.867,balon,-1,-5.0,244.5
507,16.9,verde,3,71.0,60.5
507,16.9,verde,13,2.0,245.5
507,16.9,oscuro,11,-0.5,218.5
507,16.9,balon,-1,-5.5,243.0
508,16.933,verde,3,71.0,60.0
508,16.933,verde,13,2.0,242.5
508,16.933,oscuro,11,0.0,218.5
509,16.967,verde,3,71.0,60.0
509,16.967,verde,13,1.5,242.5
509,16.967,oscuro,11,0.0,216.5
510,17.0,verde,13,1.5,241.5
510,17.0,verde,3,71.0,59.5
510,17.0,oscuro,11,0.0,213.5
511,17.033,verde,3,71.0,59.5
511,17.033,verde,13,1.5,241.0
511,17.033,oscuro,11,0.0,216.0
512,17.067,verde,3,71.0,59.5
512,17.067,verde,13,1.5,240.5
512,17.067,oscuro,11,0.0,216.0
512,17.067,balon,-1,77.0,37.5
513,17.1,verde,3,71.5,58.5
513,17.1,verde,13,1.5,240.5
513,17.1,oscuro,11,-0.5,216.0
513,17.1,balon,-1,77.0,37.5
514,17.133,verde,3,71.5,58.5
514,17.133,verde,13,1.0,240.0
514,17.133,oscuro,11,-0.5,216.0
514,17.133,balon,-1,77.5,37.0
515,17.167,verde,3,72.5,57.5
515,17.167,verde,13,1.0,240.0
515,17.167,oscuro,11,-1.0,215.0
515,17.167,balon,-1,78.0,36.5
516,17.2,verde,3,72.5,57.0
516,17.2,verde,13,1.0,240.0
516,17.2,oscuro,11,-1.0,215.0
516,17.2,balon,-1,78.0,36.0
517,17.233,verde,3,73.0,56.5
517,17.233,verde,13,1.0,240.0
517,17.233,oscuro,11,-1.0,214.5
517,17.233,balon,-1,78.5,35.5
518,17.267,verde,3,73.5,56.0
518,17.267,verde,13,0.5,240.0
518,17.267,oscuro,11,-1.0,214.5
518,17.267,balon,-1,79.5,35.0
519,17.3,verde,3,74.0,55.5
519,17.3,verde,13,0.5,240.0
519,17.3,oscuro,11,-1.0,215.0
519,17.3,balon,-1,79.5,34.0
520,17.333,verde,3,74.0,55.0
520,17.333,verde,13,0.0,240.5
520,17.333,oscuro,11,-1.0,215.0
520,17.333,balon,-1,80.0,33.5
521,17.367,verde,3,75.0,54.5
521,17.367,verde,13,0.0,240.5
521,17.367,oscuro,11,-1.0,215.0
521,17.367,balon,-1,80.5,33.0
522,17.4,verde,3,75.5,54.0
522,17.4,verde,13,0.0,240.5
522,17.4,oscuro,11,-1.0,214.5
522,17.4,balon,-1,81.0,32.5
523,17.433,verde,3,76.0,54.0
523,17.433,verde,13,0.0,241.0
523,17.433,oscuro,11,-1.5,216.0
523,17.433,balon,-1,81.5,32.0
524,17.467,verde,3,76.5,53.0
524,17.467,verde,13,0.0,241.0
524,17.467,oscuro,11,-1.5,216.0
524,17.467,balon,-1,82.0,31.0
525,17.5,verde,3,76.5,53.0
525,17.5,verde,13,0.0,241.0
525,17.5,oscuro,11,-2.0,216.0
526,17.533,verde,3,77.0,52.0
526,17.533,verde,13,0.0,241.0
526,17.533,oscuro,11,-2.0,216.0
527,17.567,verde,3,77.0,51.0
527,17.567,verde,13,0.0,241.5
527,17.567,oscuro,11,-2.0,215.5
528,17.6,verde,3,77.5,50.5
528,17.6,verde,13,0.0,242.0
528,17.6,oscuro,11,-1.5,215.5
529,17.633,verde,3,77.5,50.5
529,17.633,verde,13,0.0,242.0
529,17.633,oscuro,11,-1.5,214.0
530,17.667,verde,3,77.5,51.5
530,17.667,verde,13,0.0,240.5
530,17.667,oscuro,11,-1.0,215.0
531,17.7,verde,3,77.0,52.0
531,17.7,verde,13,0.0,240.0
531,17.7,oscuro,11,-0.5,215.0
532,17.733,verde,3,77.0,53.5
532,17.733,verde,13,0.0,240.0
532,17.733,oscuro,11,0.0,214.5
533,17.767,verde,3,76.5,54.5
533,17.767,verde,13,0.0,240.0
533,17.767,oscuro,11,0.0,213.5
534,17.8,verde,3,76.0,55.0
534,17.8,verde,13,0.0,240.5
534,17.8,oscuro,11,0.0,215.0
535,17.833,verde,3,76.0,55.5
535,17.833,verde,13,-0.5,242.0
535,17.833,oscuro,11,0.0,213.5
536,17.867,verde,3,76.0,55.5
536,17.867,verde,13,-0.5,242.0
536,17.867,oscuro,11,-0.5,214.0
537,17.9,verde,3,76.5,55.5
537,17.9,verde,13,-0.5,242.5
537,17.9,oscuro,11,-0.5,215.0
538,17.933,verde,3,76.5,55.0
538,17.933,verde,13,0.0,243.0
538,17.933,oscuro,11,-1.0,215.0
539,17.967,verde,3,77.0,54.5
539,17.967,oscuro,11,-1.5,216.0
539,17.967,verde,13,0.0,242.0
540,18.0,verde,3,77.5,53.5
540,18.0,oscuro,11,-1.5,217.0
540,18.0,verde,13,0.0,241.5
541,18.033,verde,3,77.5,53.0
541,18.033,oscuro,11,-1.5,218.5
541,18.033,verde,13,0.0,242.0
542,18.067,verde,3,78.0,52.5
542,18.067,verde,13,0.0,244.0
542,18.067,oscuro,11,-1.5,218.0
543,18.1,verde,3,78.5,52.0
543,18.1,verde,13,0.0,244.5
543,18.1,oscuro,11,-1.5,217.0
544,18.133,verde,3,79.0,51.5
544,18.133,verde,13,0.0,244.5
544,18.133,oscuro,11,-1.5,218.5
545,18.167,verde,3,78.5,51.0
545,18.167,verde,13,0.5,244.0
545,18.167,oscuro,11,-1.5,218.5
546,18.2,verde,3,78.5,51.0
546,18.2,verde,13,1.0,243.0
546,18.2,oscuro,11,-1.5,217.5
547,18.233,verde,3,78.0,52.5
547,18.233,verde,13,1.0,243.5
547,18.233,oscuro,11,-1.0,219.0
548,18.267,verde,3,77.5,53.0
548,18.267,verde,13,1.5,244.0
548,18.267,oscuro,11,-0.5,219.0
549,18.3,verde,3,77.0,54.5
549,18.3,verde,13,1.5,243.5
549,18.3,oscuro,11,-0.5,220.5
550,18.333,verde,3,76.5,55.0
550,18.333,verde,13,2.0,243.5
550,18.333,oscuro,11,-0.5,220.0
551,18.367,verde,3,76.5,55.0
551,18.367,verde,13,2.5,243.5
551,18.367,oscuro,11,-0.5,220.5
551,18.367,balon,-1,188.0,185.5
552,18.4,verde,3,76.5,55.0
552,18.4,verde,13,3.0,244.5
552,18.4,oscuro,11,-1.0,221.0
553,18.433,verde,3,76.5,55.5
553,18.433,verde,13,3.5,245.0
553,18.433,oscuro,11,-1.0,220.5
554,18.467,verde,3,75.5,56.0
554,18.467,verde,13,4.0,245.5
554,18.467,oscuro,11,-1.0,220.0
555,18.5,verde,3,75.0,56.5
555,18.5,verde,13,4.5,246.0
555,18.5,oscuro,11,-1.0,221.0
556,18.533,verde,3,75.0,57.0
556,18.533,verde,13,5.0,246.0
556,18.533,oscuro,11,-1.0,221.0
557,18.567,verde,3,75.0,56.5
557,18.567,verde,13,5.5,243.0
558,18.6,verde,3,74.5,56.5
558,18.6,balon,-1,80.5,34.5
559,18.633,verde,3,74.5,56.0
559,18.633,balon,-1,81.0,35.0
560,18.667,verde,3,74.5,55.5
560,18.667,balon,-1,81.0,35.5
561,18.7,verde,3,75.0,55.5
561,18.7,oscuro,14,-3.0,202.5
561,18.7,balon,-1,81.5,35.0
562,18.733,verde,3,75.5,55.0
562,18.733,oscuro,14,-3.5,200.0
562,18.733,balon,-1,82.0,34.5
563,18.767,verde,3,76.0,55.0
563,18.767,oscuro,14,-3.5,199.5
563,18.767,balon,-1,82.5,34.5
564,18.8,verde,3,77.0,54.5
564,18.8,oscuro,14,-3.5,199.0
564,18.8,balon,-1,83.5,34.0
565,18.833,verde,3,77.0,53.5
565,18.833,oscuro,14,-3.5,199.5
565,18.833,balon,-1,84.0,33.5
566,18.867,verde,3,77.5,53.5
566,18.867,oscuro,14,-3.5,199.5
567,18.9,verde,3,78.0,53.0
567,18.9,oscuro,14,-3.0,200.0
568,18.933,verde,3,79.0,52.5
568,18.933,oscuro,14,-2.0,200.0
569,18.967,verde,3,79.5,52.0
569,18.967,oscuro,14,-1.5,200.5
570,19.0,verde,3,80.0,51.5
570,19.0,oscuro,14,-1.5,199.0
570,19.0,balon,-1,86.5,31.0
571,19.033,verde,3,80.5,51.0
571,19.033,oscuro,14,-1.0,197.0
572,19.067,verde,3,81.0,50.5
572,19.067,oscuro,14,-1.5,196.0
572,19.067,balon,-1,87.5,30.0
573,19.1,verde,3,81.0,50.5
573,19.1,oscuro,14,-1.5,194.0
573,19.1,balon,-1,88.0,29.0
574,19.133,verde,3,82.0,49.0
574,19.133,oscuro,14,-1.5,194.0
574,19.133,balon,-1,88.5,28.5
575,19.167,verde,3,82.5,48.5
575,19.167,oscuro,14,-1.5,193.5
575,19.167,balon,-1,89.5,28.5
576,19.2,verde,3,84.0,48.5
576,19.2,oscuro,14,-1.5,193.0
576,19.2,balon,-1,91.0,28.0
577,19.233,verde,3,86.0,48.5
577,19.233,oscuro,14,-1.5,193.0
577,19.233,balon,-1,93.0,28.0
578,19.267,oscuro,14,-1.0,193.0
578,19.267,balon,-1,96.5,28.5
579,19.3,oscuro,14,-0.5,193.5
580,19.333,oscuro,14,0.0,194.0
581,19.367,oscuro,14,1.0,193.0
582,19.4,oscuro,14,2.0,192.0
585,19.5,balon,-1,-5.5,178.0
586,19.533,balon,-1,-4.0,177.5
587,19.567,balon,-1,-0.5,177.0
594,19.8,verde,15,164.5,58.0
594,19.8,balon,-1,19.0,173.0
595,19.833,verde,15,166.0,58.0
596,19.867,verde,15,166.5,58.0
597,19.9,verde,15,167.0,57.5
597,19.9,oscuro,16,31.5,185.5
598,19.933,verde,15,167.0,57.5
598,19.933,oscuro,16,32.5,184.0
598,19.933,balon,-1,27.0,170.5
599,19.967,verde,15,167.5,56.5
599,19.967,oscuro,16,33.5,183.0
599,19.967,balon,-1,28.5,169.5
600,20.0,verde,15,168.0,56.0
600,20.0,oscuro,16,34.5,182.0
600,20.0,balon,-1,29.5,168.5
601,20.033,verde,15,168.0,56.0
601,20.033,oscuro,16,36.0,181.5
601,20.033,balon,-1,31.5,168.0
602,20.067,verde,15,168.5,55.5
602,20.067,oscuro,16,37.5,181.0
602,20.067,balon,-1,34.0,168.0
603,20.1,verde,15,169.0,54.5
603,20.1,oscuro,16,40.0,181.0
603,20.1,balon,-1,36.5,167.5
604,20.133,verde,15,169.5,54.0
604,20.133,oscuro,16,42.0,181.0
604,20.133,balon,-1,39.0,167.5
605,20.167,verde,15,170.0,53.5
605,20.167,oscuro,16,44.5,181.0
605,20.167,balon,-1,41.5,167.5
606,20.2,verde,15,170.5,53.5
606,20.2,oscuro,16,47.5,181.0
606,20.2,balon,-1,44.0,167.5
607,20.233,verde,15,171.0,53.0
607,20.233,oscuro,16,50.0,181.0
607,20.233,balon,-1,47.5,167.5
608,20.267,verde,15,171.5,52.5
608,20.267,oscuro,16,53.0,181.0
608,20.267,balon,-1,50.0,167.0
609,20.3,verde,15,171.5,51.5
609,20.3,oscuro,16,55.5,181.0
609,20.3,balon,-1,147.5,214.0
610,20.333,verde,15,172.0,51.0
610,20.333,oscuro,16,58.5,180.5
610,20.333,balon,-1,147.5,214.0
611,20.367,verde,15,172.0,50.5
611,20.367,oscuro,16,61.5,180.5
611,20.367,balon,-1,147.0,214.0
612,20.4,verde,15,172.5,50.5
612,20.4,oscuro,16,65.0,180.5
612,20.4,balon,-1,147.0,214.5
613,20.433,verde,15,173.5,49.5
613,20.433,oscuro,16,68.0,179.0
613,20.433,balon,-1,147.5,214.5
614,20.467,verde,15,173.5,49.0
614,20.467,oscuro,16,70.0,178.5
614,20.467,balon,-1,147.5,214.5
615,20.5,verde,15,174.0,49.0
615,20.5,oscuro,16,71.5,177.0
615,20.5,balon,-1,147.5,214.5
616,20.533,verde,15,174.5,48.5
616,20.533,oscuro,16,73.0,175.5
616,20.533,balon,-1,147.5,214.5
617,20.567,verde,15,175.0,47.0
617,20.567,oscuro,16,74.0,174.0
617,20.567,balon,-1,147.0,214.5
618,20.6,verde,15,175.0,46.0
618,20.6,oscuro,16,75.0,173.0
618,20.6,balon,-1,147.0,214.5
619,20.633,verde,15,175.5,45.0
619,20.633,oscuro,16,75.5,171.0
619,20.633,balon,-1,147.0,214.5
620,20.667,verde,15,175.5,45.0
620,20.667,oscuro,16,75.5,170.0
620,20.667,balon,-1,147.0,214.5
621,20.7,verde,15,176.5,45.0
621,20.7,oscuro,16,76.0,167.5
621,20.7,balon,-1,147.0,214.5
622,20.733,verde,15,176.5,44.5
622,20.733,oscuro,16,77.0,165.5
622,20.733,balon,-1,147.0,214.5
623,20.767,verde,15,176.0,43.5
623,20.767,oscuro,16,78.0,164.0
623,20.767,balon,-1,147.0,214.5
624,20.8,verde,15,175.0,42.0
624,20.8,oscuro,16,79.5,163.0
624,20.8,balon,-1,147.0,214.5
625,20.833,verde,15,174.0,40.5
625,20.833,oscuro,16,81.5,162.0
625,20.833,balon,-1,147.0,214.5
626,20.867,verde,15,172.5,39.5
626,20.867,oscuro,16,83.5,161.5
626,20.867,balon,-1,147.0,214.5
627,20.9,oscuro,16,85.0,162.0
627,20.9,verde,15,170.5,38.0
627,20.9,balon,-1,147.0,214.5
628,20.933,oscuro,16,86.0,162.5
628,20.933,verde,15,168.5,37.0
628,20.933,balon,-1,147.0,214.5
629,20.967,oscuro,16,87.5,164.0
629,20.967,verde,15,166.5,35.5
629,20.967,balon,-1,146.5,214.5
630,21.0,oscuro,16,88.5,165.5
630,21.0,verde,15,164.0,34.0
630,21.0,balon,-1,147.0,214.5
631,21.033,verde,15,163.0,33.0
631,21.033,oscuro,16,89.0,167.0
631,21.033,balon,-1,147.0,214.5
632,21.067,verde,15,162.0,32.0
632,21.067,oscuro,16,89.5,169.5
632,21.067,balon,-1,147.0,214.5
633,21.1,verde,15,162.0,31.5
633,21.1,oscuro,16,89.5,171.5
633,21.1,balon,-1,147.0,214.5
634,21.133,verde,15,162.5,31.0
634,21.133,oscuro,16,89.5,174.0
634,21.133,balon,-1,147.0,214.5
635,21.167,verde,15,162.5,30.5
635,21.167,oscuro,16,89.5,177.0
635,21.167,balon,-1,147.5,214.5
636,21.2,verde,15,163.0,30.5
636,21.2,oscuro,16,89.5,178.5
636,21.2,balon,-1,148.0,215.0
637,21.233,verde,15,164.0,30.0
637,21.233,oscuro,16,89.5,180.5
637,21.233,balon,-1,89.5,167.5
638,21.267,verde,15,164.5,30.0
638,21.267,oscuro,16,89.0,182.5
638,21.267,balon,-1,89.0,169.5
639,21.3,verde,15,164.5,29.0
639,21.3,oscuro,16,89.0,184.5
639,21.3,balon,-1,89.0,172.0
640,21.333,verde,15,164.5,29.0
640,21.333,oscuro,16,89.0,187.5
640,21.333,balon,-1,89.0,174.5
641,21.367,verde,15,165.0,28.0
641,21.367,oscuro,16,89.0,190.0
641,21.367,balon,-1,88.5,177.5
642,21.4,verde,15,165.5,27.5
642,21.4,oscuro,16,89.0,193.0
642,21.4,balon,-1,88.5,180.5
643,21.433,verde,15,165.5,27.0
643,21.433,oscuro,16,89.0,196.0
643,21.433,balon,-1,88.5,183.0
644,21.467,verde,15,166.0,26.5
644,21.467,oscuro,16,89.0,198.5
644,21.467,balon,-1,88.5,186.5
645,21.5,verde,15,166.5,25.5
645,21.5,oscuro,16,89.0,202.0
645,21.5,balon,-1,88.5,189.5
646,21.533,verde,15,167.5,25.5
646,21.533,oscuro,16,88.5,205.5
646,21.533,balon,-1,88.5,193.0
647,21.567,verde,15,168.0,25.0
647,21.567,oscuro,16,88.5,208.5
647,21.567,balon,-1,88.5,196.5
648,21.6,verde,15,168.5,24.5
648,21.6,oscuro,16,88.5,212.0
648,21.6,balon,-1,88.5,200.0
649,21.633,verde,15,168.5,24.0
649,21.633,oscuro,16,88.0,215.0
649,21.633,balon,-1,88.5,203.5
650,21.667,verde,15,169.0,23.5
650,21.667,oscuro,16,88.0,218.5
650,21.667,balon,-1,88.5,207.0
651,21.7,verde,15,169.5,23.0
651,21.7,oscuro,16,87.5,222.0
651,21.7,balon,-1,88.0,210.5
652,21.733,verde,15,170.0,22.0
652,21.733,oscuro,16,87.5,225.5
652,21.733,balon,-1,88.0,214.0
653,21.767,verde,15,170.0,21.5
653,21.767,oscuro,16,87.5,229.5
653,21.767,balon,-1,174.0,244.5
654,21.8,verde,15,170.0,21.0
654,21.8,oscuro,16,87.5,231.5
654,21.8,balon,-1,175.5,245.5
655,21.833,verde,15,169.5,21.0
655,21.833,oscuro,16,88.5,233.5
655,21.833,balon,-1,176.5,246.5
656,21.867,verde,15,169.0,21.5
656,21.867,oscuro,16,89.5,235.0
656,21.867,balon,-1,178.0,247.5
657,21.9,verde,15,168.0,23.0
657,21.9,oscuro,16,91.5,237.0
658,21.933,verde,15,166.5,23.5
658,21.933,oscuro,16,93.0,237.5
658,21.933,balon,-1,164.5,229.0
659,21.967,verde,15,165.5,23.5
659,21.967,oscuro,16,94.0,238.0
660,22.0,verde,15,164.5,24.5
660,22.0,oscuro,16,95.0,237.5
661,22.033,verde,15,163.5,26.0
661,22.033,oscuro,16,95.5,238.0
662,22.067,verde,15,163.0,26.0
662,22.067,oscuro,16,96.5,238.5
663,22.1,verde,15,162.5,26.0
663,22.1,oscuro,16,97.0,238.5
664,22.133,verde,15,162.5,26.0
664,22.133,oscuro,16,97.5,239.5
665,22.167,verde,15,163.0,25.5
665,22.167,oscuro,16,97.5,239.5
666,22.2,verde,15,163.5,25.0
666,22.2,oscuro,16,97.5,239.0
667,22.233,verde,15,164.0,24.5
667,22.233,oscuro,16,97.5,240.0
668,22.267,verde,15,164.5,24.0
668,22.267,oscuro,16,97.0,241.0
669,22.3,verde,15,165.0,23.5
669,22.3,oscuro,16,97.0,241.0
670,22.333,verde,15,165.5,23.5
670,22.333,oscuro,16,97.0,241.5
671,22.367,verde,15,166.0,23.5
671,22.367,oscuro,16,97.0,241.5
672,22.4,verde,15,167.5,23.0
672,22.4,oscuro,16,97.0,241.0
673,22.433,verde,15,168.0,22.5
